system:index,CO_density,City,Date,Ward,.geo
00000000000000000050_3,0.034357954003343565,Banglore,01-10-2019,Hegganahalli,
00000000000000000050_4,0.0369090136568253,Banglore,01-01-2020,Hegganahalli,
00000000000000000050_5,0.041505168052143625,Banglore,01-04-2020,Hegganahalli,
00000000000000000050_6,0.02445200471248837,Banglore,01-07-2020,Hegganahalli,
00000000000000000050_7,0.03335599050541602,Banglore,01-10-2020,Hegganahalli,
00000000000000000051_0,0.03777983989488487,Banglore,01-01-2019,Vrisabhavathi Nagar,
00000000000000000051_1,0.044531144606633724,Banglore,01-04-2019,Vrisabhavathi Nagar,
00000000000000000051_2,0.02415924720700242,Banglore,01-07-2019,Vrisabhavathi Nagar,
00000000000000000051_3,0.03473916266650349,Banglore,01-10-2019,Vrisabhavathi Nagar,
00000000000000000051_4,0.03720801806845407,Banglore,01-01-2020,Vrisabhavathi Nagar,
00000000000000000051_5,0.041606065488760904,Banglore,01-04-2020,Vrisabhavathi Nagar,
00000000000000000051_6,0.024841285207874635,Banglore,01-07-2020,Vrisabhavathi Nagar,
00000000000000000051_7,0.0335713814288019,Banglore,01-10-2020,Vrisabhavathi Nagar,
00000000000000000052_0,0.0376355070866034,Banglore,01-01-2019,Nandini Layout,
00000000000000000052_1,0.04431182907486708,Banglore,01-04-2019,Nandini Layout,
00000000000000000052_2,0.023888469603841705,Banglore,01-07-2019,Nandini Layout,
00000000000000000052_3,0.034206636422900304,Banglore,01-10-2019,Nandini Layout,
00000000000000000052_4,0.03708123860057653,Banglore,01-01-2020,Nandini Layout,
00000000000000000052_5,0.04111517404844869,Banglore,01-04-2020,Nandini Layout,
00000000000000000052_6,0.02483046258987201,Banglore,01-07-2020,Nandini Layout,
00000000000000000052_7,0.0333152585723002,Banglore,01-10-2020,Nandini Layout,
00000000000000000053_0,0.037524836000289295,Banglore,01-01-2019,Marappana Palya,
00000000000000000053_1,0.044184334238640224,Banglore,01-04-2019,Marappana Palya,
00000000000000000053_2,0.023905203734404967,Banglore,01-07-2019,Marappana Palya,
00000000000000000053_3,0.03400086208906896,Banglore,01-10-2019,Marappana Palya,
00000000000000000053_4,0.03726028608718684,Banglore,01-01-2020,Marappana Palya,
00000000000000000053_5,0.041177651023136655,Banglore,01-04-2020,Marappana Palya,
00000000000000000053_6,0.024518538543172486,Banglore,01-07-2020,Marappana Palya,
00000000000000000053_7,0.032890888885007644,Banglore,01-10-2020,Marappana Palya,
00000000000000000054_0,0.037751375447677295,Banglore,01-01-2019,Nagapura,
00000000000000000054_1,0.0442841801586338,Banglore,01-04-2019,Nagapura,
00000000000000000054_2,0.023941003248915047,Banglore,01-07-2019,Nagapura,
00000000000000000054_3,0.03446761796823502,Banglore,01-10-2019,Nagapura,
00000000000000000054_4,0.03726450699776075,Banglore,01-01-2020,Nagapura,
00000000000000000054_5,0.04138496888956678,Banglore,01-04-2020,Nagapura,
00000000000000000054_6,0.024848510611342228,Banglore,01-07-2020,Nagapura,
00000000000000000054_7,0.03279145448425108,Banglore,01-10-2020,Nagapura,
00000000000000000055_0,0.03777689402885823,Banglore,01-01-2019,Mahalakshimpuram,
00000000000000000055_1,0.044314190194488436,Banglore,01-04-2019,Mahalakshimpuram,
00000000000000000055_2,0.023951491959143954,Banglore,01-07-2019,Mahalakshimpuram,
00000000000000000055_3,0.034366625485714425,Banglore,01-10-2019,Mahalakshimpuram,
00000000000000000055_4,0.0371856994151055,Banglore,01-01-2020,Mahalakshimpuram,
00000000000000000055_5,0.041239718664393125,Banglore,01-04-2020,Mahalakshimpuram,
00000000000000000055_6,0.024917645362153212,Banglore,01-07-2020,Mahalakshimpuram,
00000000000000000055_7,0.03334261767261292,Banglore,01-10-2020,Mahalakshimpuram,
00000000000000000056_0,0.03777016890768329,Banglore,01-01-2019,Shakthi Ganapathi Nagar,
00000000000000000056_1,0.0445066901772077,Banglore,01-04-2019,Shakthi Ganapathi Nagar,
00000000000000000056_2,0.024082572461870465,Banglore,01-07-2019,Shakthi Ganapathi Nagar,
00000000000000000056_3,0.03475993525020986,Banglore,01-10-2019,Shakthi Ganapathi Nagar,
00000000000000000056_4,0.037172072308703466,Banglore,01-01-2020,Shakthi Ganapathi Nagar,
00000000000000000056_5,0.04154256803026958,Banglore,01-04-2020,Shakthi Ganapathi Nagar,
00000000000000000056_6,0.025096441773741658,Banglore,01-07-2020,Shakthi Ganapathi Nagar,
00000000000000000056_7,0.03352497076354486,Banglore,01-10-2020,Shakthi Ganapathi Nagar,
00000000000000000057_0,0.037775227973773466,Banglore,01-01-2019,Shankar Matt,
00000000000000000057_1,0.04447350357901364,Banglore,01-04-2019,Shankar Matt,
00000000000000000057_2,0.024008712316254413,Banglore,01-07-2019,Shankar Matt,
00000000000000000057_3,0.03470390723097718,Banglore,01-10-2019,Shankar Matt,
00000000000000000057_4,0.037176223737721614,Banglore,01-01-2020,Shankar Matt,
00000000000000000057_5,0.041431175160284966,Banglore,01-04-2020,Shankar Matt,
00000000000000000057_6,0.02502510855771159,Banglore,01-07-2020,Shankar Matt,
00000000000000000057_7,0.033510873562947165,Banglore,01-10-2020,Shankar Matt,
00000000000000000058_0,0.03713517883124951,Banglore,01-01-2019,Aramane Nagara,
00000000000000000058_1,0.04363600282079341,Banglore,01-04-2019,Aramane Nagara,
00000000000000000058_2,0.0239536653918848,Banglore,01-07-2019,Aramane Nagara,
00000000000000000058_3,0.034297503578556036,Banglore,01-10-2019,Aramane Nagara,
00000000000000000058_4,0.03703280745321205,Banglore,01-01-2020,Aramane Nagara,
00000000000000000058_5,0.040980109182058425,Banglore,01-04-2020,Aramane Nagara,
00000000000000000058_6,0.024412999124894093,Banglore,01-07-2020,Aramane Nagara,
00000000000000000058_7,0.03279309415635551,Banglore,01-10-2020,Aramane Nagara,
00000000000000000059_0,0.03687119655393415,Banglore,01-01-2019,Mattikere,
00000000000000000059_1,0.04356260075851252,Banglore,01-04-2019,Mattikere,
00000000000000000059_2,0.023664377271826756,Banglore,01-07-2019,Mattikere,
00000000000000000059_3,0.034145356234229436,Banglore,01-10-2019,Mattikere,
00000000000000000059_4,0.037085419945191024,Banglore,01-01-2020,Mattikere,
00000000000000000059_5,0.04102234031605434,Banglore,01-04-2020,Mattikere,
00000000000000000059_6,0.024371549693933226,Banglore,01-07-2020,Mattikere,
00000000000000000059_7,0.03284925901896412,Banglore,01-10-2020,Mattikere,
0000000000000000005a_0,0.03727102656300588,Banglore,01-01-2019,Malleswaram,
0000000000000000005a_1,0.0439794155646285,Banglore,01-04-2019,Malleswaram,
0000000000000000005a_2,0.023866966439129996,Banglore,01-07-2019,Malleswaram,
0000000000000000005a_3,0.0341021827103488,Banglore,01-10-2019,Malleswaram,
0000000000000000005a_4,0.03724369609360607,Banglore,01-01-2020,Malleswaram,
0000000000000000005a_5,0.04114928587459071,Banglore,01-04-2020,Malleswaram,
0000000000000000005a_6,0.024575892232080433,Banglore,01-07-2020,Malleswaram,
0000000000000000005a_7,0.03248397808835043,Banglore,01-10-2020,Malleswaram,
0000000000000000005b_0,0.037322857889846586,Banglore,01-01-2019,Rajamahal Guttahalli,
0000000000000000005b_1,0.04370955511214497,Banglore,01-04-2019,Rajamahal Guttahalli,
0000000000000000005b_2,0.02406121492105751,Banglore,01-07-2019,Rajamahal Guttahalli,
0000000000000000005b_3,0.03457490293241933,Banglore,01-10-2019,Rajamahal Guttahalli,
0000000000000000005b_4,0.036970701020889986,Banglore,01-01-2020,Rajamahal Guttahalli,
0000000000000000005b_5,0.04106691462713989,Banglore,01-04-2020,Rajamahal Guttahalli,
0000000000000000005b_6,0.024710491153174474,Banglore,01-07-2020,Rajamahal Guttahalli,
0000000000000000005b_7,0.032595212774103835,Banglore,01-10-2020,Rajamahal Guttahalli,
0000000000000000005c_0,0.037315543654743655,Banglore,01-01-2019,Kadu Malleshwar Ward,
0000000000000000005c_1,0.043956234668912984,Banglore,01-04-2019,Kadu Malleshwar Ward,
0000000000000000005c_2,0.02396125489399642,Banglore,01-07-2019,Kadu Malleshwar Ward,
0000000000000000005c_3,0.034466224885418006,Banglore,01-10-2019,Kadu Malleshwar Ward,
0000000000000000005c_4,0.03720959458338263,Banglore,01-01-2020,Kadu Malleshwar Ward,
0000000000000000005c_5,0.041259851453151586,Banglore,01-04-2020,Kadu Malleshwar Ward,
0000000000000000005c_6,0.02476405260142467,Banglore,01-07-2020,Kadu Malleshwar Ward,
0000000000000000005c_7,0.03241054418490379,Banglore,01-10-2020,Kadu Malleshwar Ward,
0000000000000000005d_0,0.03756496619915727,Banglore,01-01-2019,Subramanya Nagar,
0000000000000000005d_1,0.04412969324853342,Banglore,01-04-2019,Subramanya Nagar,
0000000000000000005d_2,0.023909239324374075,Banglore,01-07-2019,Subramanya Nagar,
0000000000000000005d_3,0.03430432020241224,Banglore,01-10-2019,Subramanya Nagar,
0000000000000000005d_4,0.03726056968773638,Banglore,01-01-2020,Subramanya Nagar,
0000000000000000005d_5,0.04125914111425431,Banglore,01-04-2020,Subramanya Nagar,
0000000000000000005d_6,0.024678205880498075,Banglore,01-07-2020,Subramanya Nagar,
0000000000000000005d_7,0.032444597347572206,Banglore,01-10-2020,Subramanya Nagar,
0000000000000000005e_0,0.03755941869030225,Banglore,01-01-2019,Gayithri Nagar,
0000000000000000005e_1,0.04411279546996736,Banglore,01-04-2019,Gayithri Nagar,
0000000000000000005e_2,0.02401123162091238,Banglore,01-07-2019,Gayithri Nagar,
0000000000000000005e_3,0.03444873177659175,Banglore,01-10-2019,Gayithri Nagar,
0000000000000000005e_4,0.03738651757499004,Banglore,01-01-2020,Gayithri Nagar,
0000000000000000005e_5,0.04142952782796817,Banglore,01-04-2020,Gayithri Nagar,
0000000000000000005e_6,0.02464176028524424,Banglore,01-07-2020,Gayithri Nagar,
0000000000000000005e_7,0.03232596336396646,Banglore,01-10-2020,Gayithri Nagar,
0000000000000000005f_0,0.03672427196716862,Banglore,01-01-2019,Radhakrishna Temple Ward,
0000000000000000005f_1,0.04331313280088747,Banglore,01-04-2019,Radhakrishna Temple Ward,
0000000000000000005f_2,0.0237085074858767,Banglore,01-07-2019,Radhakrishna Temple Ward,
0000000000000000005f_3,0.03422458236906798,Banglore,01-10-2019,Radhakrishna Temple Ward,
0000000000000000005f_4,0.03682010061931184,Banglore,01-01-2020,Radhakrishna Temple Ward,
0000000000000000005f_5,0.04092452407945715,Banglore,01-04-2020,Radhakrishna Temple Ward,
0000000000000000005f_6,0.024344660297943153,Banglore,01-07-2020,Radhakrishna Temple Ward,
0000000000000000005f_7,0.03311311519368214,Banglore,01-10-2020,Radhakrishna Temple Ward,
00000000000000000060_0,0.0366995051906678,Banglore,01-01-2019,Sanjaya Nagar,
00000000000000000060_1,0.04312010107223513,Banglore,01-04-2019,Sanjaya Nagar,
00000000000000000060_2,0.0237746102222739,Banglore,01-07-2019,Sanjaya Nagar,
00000000000000000060_3,0.03430358092204503,Banglore,01-10-2019,Sanjaya Nagar,
00000000000000000060_4,0.03698298527746253,Banglore,01-01-2020,Sanjaya Nagar,
00000000000000000060_5,0.0408678215205616,Banglore,01-04-2020,Sanjaya Nagar,
00000000000000000060_6,0.02429136998064366,Banglore,01-07-2020,Sanjaya Nagar,
00000000000000000060_7,0.03321040268202786,Banglore,01-10-2020,Sanjaya Nagar,
00000000000000000061_0,0.03690706637329925,Banglore,01-01-2019,Ganga Nagar,
00000000000000000061_1,0.04333381627225819,Banglore,01-04-2019,Ganga Nagar,
00000000000000000061_2,0.024027353325024415,Banglore,01-07-2019,Ganga Nagar,
00000000000000000061_3,0.034342924706301084,Banglore,01-10-2019,Ganga Nagar,
00000000000000000061_4,0.037037349299511246,Banglore,01-01-2020,Ganga Nagar,
00000000000000000061_5,0.04070810486203015,Banglore,01-04-2020,Ganga Nagar,
00000000000000000061_6,0.02427528833189983,Banglore,01-07-2020,Ganga Nagar,
00000000000000000061_7,0.03309898550779583,Banglore,01-10-2020,Ganga Nagar,
00000000000000000062_0,0.03698962108060262,Banglore,01-01-2019,Hebbala,
00000000000000000062_1,0.04337863596313019,Banglore,01-04-2019,Hebbala,
00000000000000000062_2,0.024199596026631572,Banglore,01-07-2019,Hebbala,
00000000000000000062_3,0.034245995879086874,Banglore,01-10-2019,Hebbala,
00000000000000000062_4,0.036961398029664055,Banglore,01-01-2020,Hebbala,
00000000000000000062_5,0.0406818966421374,Banglore,01-04-2020,Hebbala,
00000000000000000062_6,0.024285955632545653,Banglore,01-07-2020,Hebbala,
00000000000000000062_7,0.03314402148365372,Banglore,01-10-2020,Hebbala,
00000000000000000063_0,0.03682795740185483,Banglore,01-01-2019,Vishwanath Nagenahalli,
00000000000000000063_1,0.0430311798864377,Banglore,01-04-2019,Vishwanath Nagenahalli,
00000000000000000063_2,0.024313179343765243,Banglore,01-07-2019,Vishwanath Nagenahalli,
00000000000000000063_3,0.03433796664124677,Banglore,01-10-2019,Vishwanath Nagenahalli,
00000000000000000063_4,0.03669069351383698,Banglore,01-01-2020,Vishwanath Nagenahalli,
00000000000000000063_5,0.04054221126058405,Banglore,01-04-2020,Vishwanath Nagenahalli,
00000000000000000063_6,0.024292234635337282,Banglore,01-07-2020,Vishwanath Nagenahalli,
00000000000000000063_7,0.03319718457294331,Banglore,01-10-2020,Vishwanath Nagenahalli,
00000000000000000064_0,0.03702440012867896,Banglore,01-01-2019,Manorayanapalya,
00000000000000000064_1,0.04345845381234086,Banglore,01-04-2019,Manorayanapalya,
00000000000000000064_2,0.02424201931337875,Banglore,01-07-2019,Manorayanapalya,
00000000000000000064_3,0.03421018225114021,Banglore,01-10-2019,Manorayanapalya,
00000000000000000064_4,0.03689176850820221,Banglore,01-01-2020,Manorayanapalya,
00000000000000000064_5,0.040577920507119836,Banglore,01-04-2020,Manorayanapalya,
00000000000000000064_6,0.024185917960619426,Banglore,01-07-2020,Manorayanapalya,
00000000000000000064_7,0.033227710684573315,Banglore,01-10-2020,Manorayanapalya,
00000000000000000065_0,0.037120201353482526,Banglore,01-01-2019,Gangenahalli,
00000000000000000065_1,0.04364337426501307,Banglore,01-04-2019,Gangenahalli,
00000000000000000065_2,0.024018958725325956,Banglore,01-07-2019,Gangenahalli,
00000000000000000065_3,0.03419643227551247,Banglore,01-10-2019,Gangenahalli,
00000000000000000065_4,0.0370609711712911,Banglore,01-01-2020,Gangenahalli,
00000000000000000065_5,0.04073965189545279,Banglore,01-04-2020,Gangenahalli,
00000000000000000065_6,0.024129418381974375,Banglore,01-07-2020,Gangenahalli,
00000000000000000065_7,0.03305213066169705,Banglore,01-10-2020,Gangenahalli,
00000000000000000066_0,0.03711551100188182,Banglore,01-01-2019,Jayachamarajendra Nagar,
00000000000000000066_1,0.04359777127101274,Banglore,01-04-2019,Jayachamarajendra Nagar,
00000000000000000066_2,0.02418544407884984,Banglore,01-07-2019,Jayachamarajendra Nagar,
00000000000000000066_3,0.034195336836102874,Banglore,01-10-2019,Jayachamarajendra Nagar,
00000000000000000066_4,0.03693475376254506,Banglore,01-01-2020,Jayachamarajendra Nagar,
00000000000000000066_5,0.040629656030648914,Banglore,01-04-2020,Jayachamarajendra Nagar,
00000000000000000066_6,0.024135969463119303,Banglore,01-07-2020,Jayachamarajendra Nagar,
00000000000000000066_7,0.03310428383442332,Banglore,01-10-2020,Jayachamarajendra Nagar,
00000000000000000067_0,0.036839024266536353,Banglore,01-01-2019,Kushal Nagar,
00000000000000000067_1,0.04278850433357655,Banglore,01-04-2019,Kushal Nagar,
00000000000000000067_2,0.024178330723348972,Banglore,01-07-2019,Kushal Nagar,
00000000000000000067_3,0.03435115394782606,Banglore,01-10-2019,Kushal Nagar,
00000000000000000067_4,0.03665093398409585,Banglore,01-01-2020,Kushal Nagar,
00000000000000000067_5,0.04048849707834132,Banglore,01-04-2020,Kushal Nagar,
00000000000000000067_6,0.024156058435671018,Banglore,01-07-2020,Kushal Nagar,
00000000000000000067_7,0.033090364750402786,Banglore,01-10-2020,Kushal Nagar,
00000000000000000068_0,0.03673873063392588,Banglore,01-01-2019,Kaval Bairasandra,
00000000000000000068_1,0.043140009429534366,Banglore,01-04-2019,Kaval Bairasandra,
00000000000000000068_2,0.02427624621272697,Banglore,01-07-2019,Kaval Bairasandra,
00000000000000000068_3,0.034299209972883125,Banglore,01-10-2019,Kaval Bairasandra,
00000000000000000068_4,0.036652126009008586,Banglore,01-01-2020,Kaval Bairasandra,
00000000000000000068_5,0.040550312162056325,Banglore,01-04-2020,Kaval Bairasandra,
00000000000000000068_6,0.024218366707557743,Banglore,01-07-2020,Kaval Bairasandra,
00000000000000000068_7,0.03323538309422832,Banglore,01-10-2020,Kaval Bairasandra,
00000000000000000069_0,0.037064295107230666,Banglore,01-01-2019,Devara Jeevanahalli,
00000000000000000069_1,0.04338674068212828,Banglore,01-04-2019,Devara Jeevanahalli,
00000000000000000069_2,0.02426870587923991,Banglore,01-07-2019,Devara Jeevanahalli,
00000000000000000069_3,0.03427580205979882,Banglore,01-10-2019,Devara Jeevanahalli,
00000000000000000069_4,0.0367856109309773,Banglore,01-01-2020,Devara Jeevanahalli,
00000000000000000069_5,0.040664771030178445,Banglore,01-04-2020,Devara Jeevanahalli,
00000000000000000069_6,0.024207602247201837,Banglore,01-07-2020,Devara Jeevanahalli,
00000000000000000069_7,0.033102677408575074,Banglore,01-10-2020,Devara Jeevanahalli,
0000000000000000006a_0,0.036893237046806325,Banglore,01-01-2019,Muneshwara Nagar,
0000000000000000006a_1,0.042805745868533314,Banglore,01-04-2019,Muneshwara Nagar,
0000000000000000006a_2,0.024177379780656757,Banglore,01-07-2019,Muneshwara Nagar,
0000000000000000006a_3,0.034357960872830114,Banglore,01-10-2019,Muneshwara Nagar,
0000000000000000006a_4,0.03668636781708066,Banglore,01-01-2020,Muneshwara Nagar,
0000000000000000006a_5,0.040666639800256435,Banglore,01-04-2020,Muneshwara Nagar,
0000000000000000006a_6,0.024160982799843227,Banglore,01-07-2020,Muneshwara Nagar,
0000000000000000006a_7,0.033080505569324514,Banglore,01-10-2020,Muneshwara Nagar,
0000000000000000006b_0,0.03702957372978583,Banglore,01-01-2019,Sagayarapuram,
0000000000000000006b_1,0.0428782186330148,Banglore,01-04-2019,Sagayarapuram,
0000000000000000006b_2,0.0240621302319275,Banglore,01-07-2019,Sagayarapuram,
0000000000000000006b_3,0.03449357371462115,Banglore,01-10-2019,Sagayarapuram,
0000000000000000006b_4,0.036348644296012866,Banglore,01-01-2020,Sagayarapuram,
0000000000000000006b_5,0.0405386846106072,Banglore,01-04-2020,Sagayarapuram,
0000000000000000006b_6,0.0240591438035406,Banglore,01-07-2020,Sagayarapuram,
0000000000000000006b_7,0.03312840984742726,Banglore,01-10-2020,Sagayarapuram,
0000000000000000006c_0,0.037195551086107274,Banglore,01-01-2019,S K Garden,
0000000000000000006c_1,0.043261068839438026,Banglore,01-04-2019,S K Garden,
0000000000000000006c_2,0.024153588995502902,Banglore,01-07-2019,S K Garden,
0000000000000000006c_3,0.03448449644030696,Banglore,01-10-2019,S K Garden,
0000000000000000006c_4,0.03660416641306026,Banglore,01-01-2020,S K Garden,
0000000000000000006c_5,0.04068721409167312,Banglore,01-04-2020,S K Garden,
0000000000000000006c_6,0.024082395417766748,Banglore,01-07-2020,S K Garden,
0000000000000000006c_7,0.033089909003106745,Banglore,01-10-2020,S K Garden,
0000000000000000006d_0,0.03723747892859688,Banglore,01-01-2019,Pulikeshinagar,
0000000000000000006d_1,0.04313286726203205,Banglore,01-04-2019,Pulikeshinagar,
0000000000000000006d_2,0.02397535888704372,Banglore,01-07-2019,Pulikeshinagar,
0000000000000000006d_3,0.03451664013071482,Banglore,01-10-2019,Pulikeshinagar,
0000000000000000006d_4,0.0364750819900263,Banglore,01-01-2020,Pulikeshinagar,
0000000000000000006d_5,0.04054138414534622,Banglore,01-04-2020,Pulikeshinagar,
0000000000000000006d_6,0.024017946473739532,Banglore,01-07-2020,Pulikeshinagar,
0000000000000000006d_7,0.03323232215632804,Banglore,01-10-2020,Pulikeshinagar,
0000000000000000006e_0,0.03647359515046567,Banglore,01-01-2019,Nagavara,
0000000000000000006e_1,0.042964485050989557,Banglore,01-04-2019,Nagavara,
0000000000000000006e_2,0.024243815154742193,Banglore,01-07-2019,Nagavara,
0000000000000000006e_3,0.03440367000906215,Banglore,01-10-2019,Nagavara,
0000000000000000006e_4,0.03647274862528998,Banglore,01-01-2020,Nagavara,
0000000000000000006e_5,0.040319718330370874,Banglore,01-04-2020,Nagavara,
0000000000000000006e_6,0.024259778067981082,Banglore,01-07-2020,Nagavara,
0000000000000000006e_7,0.03315303290979657,Banglore,01-10-2020,Nagavara,
0000000000000000006f_0,0.03618699959337808,Banglore,01-01-2019,HBR Layout,
0000000000000000006f_1,0.042901277838878246,Banglore,01-04-2019,HBR Layout,
0000000000000000006f_2,0.024326416591950454,Banglore,01-07-2019,HBR Layout,
0000000000000000006f_3,0.03437016568334832,Banglore,01-10-2019,HBR Layout,
0000000000000000006f_4,0.03622260408595564,Banglore,01-01-2020,HBR Layout,
0000000000000000006f_5,0.040145487783348775,Banglore,01-04-2020,HBR Layout,
0000000000000000006f_6,0.024214073463814136,Banglore,01-07-2020,HBR Layout,
0000000000000000006f_7,0.03322970684008686,Banglore,01-10-2020,HBR Layout,
00000000000000000070_0,0.0362903927878207,Banglore,01-01-2019,Banasavadi,
00000000000000000070_1,0.04281867604578772,Banglore,01-04-2019,Banasavadi,
00000000000000000070_2,0.024341568986350082,Banglore,01-07-2019,Banasavadi,
00000000000000000070_3,0.03399475588772322,Banglore,01-10-2019,Banasavadi,
00000000000000000070_4,0.03569883152935888,Banglore,01-01-2020,Banasavadi,
00000000000000000070_5,0.03993075643996922,Banglore,01-04-2020,Banasavadi,
00000000000000000070_6,0.02387971606835975,Banglore,01-07-2020,Banasavadi,
00000000000000000070_7,0.033796913794669,Banglore,01-10-2020,Banasavadi,
00000000000000000071_0,0.03657423898222966,Banglore,01-01-2019,Kammanahalli,
00000000000000000071_1,0.04281498203365148,Banglore,01-04-2019,Kammanahalli,
00000000000000000071_2,0.02406949905506844,Banglore,01-07-2019,Kammanahalli,
00000000000000000071_3,0.03443097284324187,Banglore,01-10-2019,Kammanahalli,
00000000000000000071_4,0.036014182171111415,Banglore,01-01-2020,Kammanahalli,
00000000000000000071_5,0.04032834708051398,Banglore,01-04-2020,Kammanahalli,
00000000000000000071_6,0.023811740115726128,Banglore,01-07-2020,Kammanahalli,
00000000000000000071_7,0.03350467472249045,Banglore,01-10-2020,Kammanahalli,
00000000000000000072_0,0.036371970600453205,Banglore,01-01-2019,Kacharkanahalli,
00000000000000000072_1,0.04269614817700705,Banglore,01-04-2019,Kacharkanahalli,
00000000000000000072_2,0.02428131666407961,Banglore,01-07-2019,Kacharkanahalli,
00000000000000000072_3,0.0342606014661662,Banglore,01-10-2019,Kacharkanahalli,
00000000000000000072_4,0.03626033397491087,Banglore,01-01-2020,Kacharkanahalli,
00000000000000000072_5,0.0401720389830894,Banglore,01-04-2020,Kacharkanahalli,
00000000000000000072_6,0.02377060824671255,Banglore,01-07-2020,Kacharkanahalli,
00000000000000000072_7,0.033260455985444526,Banglore,01-10-2020,Kacharkanahalli,
00000000000000000073_0,0.036760387760220045,Banglore,01-01-2019,Kadugondanahalli,
00000000000000000073_1,0.04281925329341653,Banglore,01-04-2019,Kadugondanahalli,
00000000000000000073_2,0.024168176294873583,Banglore,01-07-2019,Kadugondanahalli,
00000000000000000073_3,0.034397457828577935,Banglore,01-10-2019,Kadugondanahalli,
00000000000000000073_4,0.03645978206407117,Banglore,01-01-2020,Kadugondanahalli,
00000000000000000073_5,0.04041492881598337,Banglore,01-04-2020,Kadugondanahalli,
00000000000000000073_6,0.02404323885006942,Banglore,01-07-2020,Kadugondanahalli,
00000000000000000073_7,0.03313697206017384,Banglore,01-10-2020,Kadugondanahalli,
00000000000000000074_0,0.036772490432384466,Banglore,01-01-2019,Lingarajapura,
00000000000000000074_1,0.042769432097013275,Banglore,01-04-2019,Lingarajapura,
00000000000000000074_2,0.02404910518964079,Banglore,01-07-2019,Lingarajapura,
00000000000000000074_3,0.03449180593230616,Banglore,01-10-2019,Lingarajapura,
00000000000000000074_4,0.03618272417292678,Banglore,01-01-2020,Lingarajapura,
00000000000000000074_5,0.040429416278775644,Banglore,01-04-2020,Lingarajapura,
00000000000000000074_6,0.023858915612453152,Banglore,01-07-2020,Lingarajapura,
00000000000000000074_7,0.033202126101250555,Banglore,01-10-2020,Lingarajapura,
00000000000000000075_0,0.03677401889661324,Banglore,01-01-2019,Maruthi Seva Nagar,
00000000000000000075_1,0.04279842839501717,Banglore,01-04-2019,Maruthi Seva Nagar,
00000000000000000075_2,0.02392056963103684,Banglore,01-07-2019,Maruthi Seva Nagar,
00000000000000000075_3,0.03451399595905623,Banglore,01-10-2019,Maruthi Seva Nagar,
00000000000000000075_4,0.03604284087806165,Banglore,01-01-2020,Maruthi Seva Nagar,
00000000000000000075_5,0.04041769241565653,Banglore,01-04-2020,Maruthi Seva Nagar,
00000000000000000075_6,0.023897438268163214,Banglore,01-07-2020,Maruthi Seva Nagar,
00000000000000000075_7,0.03333623953790442,Banglore,01-10-2020,Maruthi Seva Nagar,
00000000000000000076_0,0.03624771564985219,Banglore,01-01-2019,Konena Agrahara,
00000000000000000076_1,0.04201964939950198,Banglore,01-04-2019,Konena Agrahara,
00000000000000000076_2,0.023427857964258732,Banglore,01-07-2019,Konena Agrahara,
00000000000000000076_3,0.03453296379473714,Banglore,01-10-2019,Konena Agrahara,
00000000000000000076_4,0.03527143114342838,Banglore,01-01-2020,Konena Agrahara,
00000000000000000076_5,0.04031058516416138,Banglore,01-04-2020,Konena Agrahara,
00000000000000000076_6,0.02399332695549066,Banglore,01-07-2020,Konena Agrahara,
00000000000000000076_7,0.03399142589274488,Banglore,01-10-2020,Konena Agrahara,
00000000000000000077_0,0.03631921394417759,Banglore,01-01-2019,Benniganahalli,
00000000000000000077_1,0.04264520417739572,Banglore,01-04-2019,Benniganahalli,
00000000000000000077_2,0.023959626182115352,Banglore,01-07-2019,Benniganahalli,
00000000000000000077_3,0.034059774677635414,Banglore,01-10-2019,Benniganahalli,
00000000000000000077_4,0.035412960789209774,Banglore,01-01-2020,Benniganahalli,
00000000000000000077_5,0.04003616979620664,Banglore,01-04-2020,Benniganahalli,
00000000000000000077_6,0.023904439094844375,Banglore,01-07-2020,Benniganahalli,
00000000000000000077_7,0.033952113653463324,Banglore,01-10-2020,Benniganahalli,
00000000000000000078_0,0.03605358547149571,Banglore,01-01-2019,C V Raman Nagar,
00000000000000000078_1,0.04227229255146615,Banglore,01-04-2019,C V Raman Nagar,
00000000000000000078_2,0.023688701007806453,Banglore,01-07-2019,C V Raman Nagar,
00000000000000000078_3,0.03415590364783575,Banglore,01-10-2019,C V Raman Nagar,
00000000000000000078_4,0.034854043977022006,Banglore,01-01-2020,C V Raman Nagar,
00000000000000000078_5,0.039812872442124,Banglore,01-04-2020,C V Raman Nagar,
00000000000000000078_6,0.023905286019486112,Banglore,01-07-2020,C V Raman Nagar,
00000000000000000078_7,0.03386005825321202,Banglore,01-10-2020,C V Raman Nagar,
00000000000000000079_0,0.036337471727279386,Banglore,01-01-2019,New Tippasandara,
00000000000000000079_1,0.042252207844680714,Banglore,01-04-2019,New Tippasandara,
00000000000000000079_2,0.02349305454537095,Banglore,01-07-2019,New Tippasandara,
00000000000000000079_3,0.03422999121380538,Banglore,01-10-2019,New Tippasandara,
00000000000000000079_4,0.03525836432238955,Banglore,01-01-2020,New Tippasandara,
00000000000000000079_5,0.0400072788308414,Banglore,01-04-2020,New Tippasandara,
00000000000000000079_6,0.023827861749414387,Banglore,01-07-2020,New Tippasandara,
00000000000000000079_7,0.03376152402825014,Banglore,01-10-2020,New Tippasandara,
